"bootstrap","Ya0g0","Ya0g1","Ya1g0","Ya1g1","pNDE","tNDE","pNDE_m","tNDE_m","pNIE","tNIE","pNIE_m","tNIE_m","TE","TE_m"
120,0.72931,0.735276666666667,0.830106666666667,0.83612,0.100796666666667,0.100843333333333,1.13823364705346,1.1372007636109,0.00596666666666667,0.00601333333333334,1.00820424702374,1.00725970731222,0.10681,1.14647853524609
121,0.73998,0.745676666666667,0.810286666666667,0.815926666666667,0.0703066666666667,0.07025,1.09506162936563,1.09424283253801,0.00569666666666666,0.00564000000000001,1.00774616779307,1.0069807623399,0.0759466666666667,1.10268596705095
122,0.734523333333333,0.739753333333333,0.814166666666667,0.822903333333333,0.0796433333333333,0.08315,1.10846261261175,1.11242775568023,0.00523,0.00873666666666665,1.00715622509078,1.01075174989731,0.08838,1.12037150952115
123,0.733936666666667,0.738696666666667,0.817933333333333,0.824946666666667,0.0839966666666667,0.08625,1.11448334015158,1.1168066317005,0.00476000000000001,0.00701333333333334,1.0065212208531,1.00859533908809,0.09101,1.12404550810571
124,0.760086666666667,0.76679,0.819683333333333,0.826766666666667,0.0595966666666667,0.0599766666666667,1.07845759849979,1.07825733528863,0.00670333333333334,0.00708333333333333,1.00886804138339,1.00865972553393,0.06668,1.08776343536369
125,0.730873333333333,0.736136666666667,0.809416666666667,0.818726666666667,0.0785433333333333,0.08259,1.10748097160715,1.11223810286936,0.00526333333333334,0.00930999999999999,1.00723149330093,1.01152413409788,0.0878533333333333,1.12023156616778
126,0.71838,0.722236666666667,0.812996666666667,0.822293333333333,0.0946166666666667,0.100056666666667,1.13177883606654,1.13857921582877,0.00385666666666666,0.00929666666666667,1.0054443718809,1.01144894860421,0.103913333333333,1.14470673068103
127,0.725063333333333,0.737436666666667,0.814643333333333,0.822273333333333,0.08958,0.0848366666666667,1.12357508968216,1.11505592034595,0.0123733333333333,0.00762999999999999,1.01708737799127,1.00938494282353,0.09721,1.1340893647306
128,0.715296666666667,0.72297,0.813313333333333,0.82464,0.0980166666666667,0.10167,1.13709030349347,1.14066034339439,0.00767333333333333,0.0113266666666667,1.01077694979923,1.01393718742152,0.109343333333333,1.15293021114482
129,0.74366,0.74865,0.806353333333333,0.816006666666667,0.0626933333333333,0.0673566666666667,1.0843578330615,1.09000810903332,0.00499,0.00965333333333333,1.00675721363812,1.01200603743851,0.0723466666666667,1.09734393540796
130,0.743543333333333,0.75207,0.808056666666667,0.81544,0.0645133333333333,0.06337,1.0868134903951,1.08428219452428,0.00852666666666667,0.00738333333333334,1.01151643165678,1.00916252012595,0.0718966666666667,1.09674663122467
131,0.73832,0.744153333333333,0.823043333333333,0.833846666666667,0.0847233333333333,0.0896933333333333,1.11478521386196,1.12055922719871,0.00583333333333335,0.0108033333333333,1.00793214024176,1.01314351642024,0.0955266666666667,1.12941181811519
132,0.723583333333333,0.729846666666667,0.822316666666667,0.831093333333333,0.0987333333333333,0.101246666666667,1.1365055834296,1.13876645870294,0.00626333333333334,0.00877666666666666,1.0087030159941,1.01069783851752,0.10751,1.14863380192242
133,0.73176,0.741513333333333,0.809596666666667,0.819006666666667,0.0778366666666667,0.0774933333333333,1.10639957614091,1.1045276934222,0.00975333333333334,0.00941,1.01335115750693,1.01164543148903,0.0872466666666667,1.11925524342919
134,0.73208,0.745376666666667,0.813543333333333,0.82457,0.0814633333333333,0.0791933333333334,1.11132888932549,1.10627529093223,0.0132966666666667,0.0110266666666667,1.01820817182156,1.01356651536102,0.09249,1.12638290697545
135,0.735343333333333,0.74193,0.82166,0.828913333333333,0.0863166666666667,0.0869833333333333,1.11741579153679,1.11728160563548,0.00658666666666666,0.00725333333333332,1.00898838041788,1.00884582604649,0.09357,1.12727758891686
136,0.741833333333333,0.747136666666667,0.81253,0.818986666666667,0.0706966666666667,0.07185,1.09535259689882,1.09620003645995,0.00530333333333332,0.00645666666666666,1.00721445234116,1.00795911592156,0.0771533333333333,1.10405915342585
137,0.71474,0.724273333333333,0.809636666666667,0.818796666666667,0.0948966666666667,0.0945233333333333,1.13280521247102,1.13053850508788,0.00953333333333332,0.00916000000000001,1.01337088015276,1.01133768595018,0.104056666666667,1.14561075286918
138,0.74757,0.751566666666667,0.807923333333333,0.818333333333333,0.0603533333333333,0.0667666666666667,1.08076205867194,1.08888474579438,0.00399666666666666,0.01041,1.00537838178869,1.01291783722101,0.0707633333333333,1.09469559307752
139,0.73725,0.74035,0.81066,0.81659,0.07341,0.07624,1.09961222496265,1.10301682135292,0.00309999999999999,0.00593000000000001,1.00425814437676,1.00734652367409,0.07934,1.1076524232825
140,0.73896,0.747566666666667,0.79699,0.807156666666667,0.05803,0.05959,1.07856075778494,1.07974898163427,0.00860666666666667,0.0101666666666667,1.01168419574592,1.01277116794961,0.0681966666666667,1.09231803780781
141,0.745483333333333,0.753743333333333,0.812423333333333,0.823503333333333,0.06694,0.06976,1.08982207542808,1.09258259604623,0.00826,0.01108,1.01110624553353,1.01367130326772,0.07802,1.10468512550541
142,0.709493333333333,0.71794,0.809533333333333,0.818603333333333,0.10004,0.100663333333333,1.14107233366347,1.14024127027706,0.00844666666666665,0.00907,1.0119660917542,1.01123738527995,0.10911,1.15384304581148
143,0.732626666666667,0.7385,0.808763333333333,0.81592,0.0761366666666667,0.07742,1.10394350733272,1.10485437965536,0.00587333333333332,0.00715666666666666,1.00804488625206,1.0088698935789,0.0832933333333333,1.11371492179246
144,0.737816666666667,0.742356666666667,0.817646666666667,0.82615,0.07983,0.0837933333333333,1.10822932559467,1.11291613096058,0.00454,0.00850333333333333,1.0061845933731,1.01041514736179,0.0883333333333333,1.11976005322579
145,0.74347,0.750076666666667,0.816723333333333,0.826086666666667,0.0732533333333333,0.07601,1.0985716626194,1.1013829502581,0.00660666666666666,0.00936333333333333,1.00892316409845,1.01148467998712,0.0826166666666667,1.11115311118612
146,0.732763333333333,0.73651,0.82164,0.831156666666667,0.0888766666666667,0.0946466666666667,1.1213388284784,1.12855934084202,0.00374666666666669,0.00951666666666666,1.00514172706297,1.01159744944277,0.0983933333333333,1.13432893405663
147,0.742233333333333,0.74451,0.806573333333333,0.812873333333333,0.06434,0.0683633333333333,1.08673111543712,1.09185776823518,0.00227666666666666,0.00630000000000001,1.00309401466314,1.00784468008874,0.07064,1.09521170659512
148,0.750176666666667,0.760126666666667,0.817156666666667,0.82332,0.06698,0.0631933333333333,1.08933843168139,1.08317333025406,0.00995,0.00616333333333332,1.01329905900357,1.00755416442237,0.0731433333333333,1.09755632281351
149,0.729673333333333,0.73001,0.80769,0.81495,0.0780166666666667,0.08494,1.10695086995523,1.11639042312544,0.000336666666666659,0.00726,1.00048670484347,1.00901201149714,0.0852766666666667,1.11690040762342
150,0.755886666666667,0.766056666666667,0.81607,0.82214,0.0601833333333333,0.0560833333333333,1.07964696702823,1.07323122728662,0.01017,0.00607,1.01347816235589,1.00746670308281,0.0662533333333333,1.08767943122154
151,0.740056666666667,0.7462,0.808316666666667,0.81651,0.06826,0.07031,1.09226463177355,1.09427695728442,0.00614333333333333,0.00819333333333334,1.00831799231193,1.01015524320194,0.0764533333333333,1.1033320912856
152,0.729283333333333,0.737866666666667,0.81511,0.822516666666667,0.0858266666666667,0.08465,1.11773161578859,1.11474788159351,0.00858333333333334,0.00740666666666665,1.01182045388038,1.00911045059976,0.0932333333333333,1.12789164435462
153,0.750303333333333,0.757993333333333,0.821693333333333,0.830713333333333,0.07139,0.07272,1.09517387401434,1.09597759297871,0.00769,0.00902,1.01027603947251,1.0109972548445,0.08041,1.10719961750518
154,0.721143333333333,0.727083333333333,0.814456666666667,0.820696666666667,0.0933133333333333,0.0936133333333333,1.12943201986389,1.12876815130937,0.00593999999999999,0.00624,1.00826476072508,1.0076823600405,0.0995533333333333,1.13809036488506
155,0.721583333333333,0.726333333333333,0.822433333333333,0.83327,0.10085,0.106936666666667,1.13980867649779,1.1472777392218,0.00475000000000001,0.0108366666666667,1.006622084399,1.01319325161371,0.111686666666667,1.15482047826367
156,0.725033333333333,0.73374,0.813426666666667,0.822883333333333,0.0883933333333333,0.0891433333333333,1.12195994084062,1.12152211247504,0.00870666666666668,0.00945666666666668,1.01205605602669,1.01163993959385,0.09785,1.13500980508611
157,0.739043333333333,0.746783333333333,0.81066,0.818743333333333,0.0716166666666667,0.07196,1.09695056634249,1.09642294311084,0.00774,0.00808333333333335,1.01053634905719,1.00999417496166,0.0797,1.10788456232653
158,0.733433333333333,0.7385,0.814656666666667,0.825323333333333,0.0812233333333333,0.0868233333333333,1.11079892328439,1.11759471811878,0.00506666666666666,0.0106666666666667,1.00696209598026,1.01311398657266,0.09189,1.12533902835531
159,0.741306666666667,0.74755,0.81195,0.817236666666667,0.0706433333333333,0.0696866666666667,1.09532315527025,1.09325823211389,0.00624333333333333,0.00528666666666668,1.00844101580383,1.00652897923851,0.07593,1.1024541205995
160,0.72098,0.721993333333333,0.80962,0.818913333333333,0.08864,0.09692,1.12297874650496,1.13429078493967,0.00101333333333333,0.00929333333333333,1.00145199163458,1.01150117482461,0.0979333333333333,1.13586838113245
161,0.729513333333333,0.73295,0.808943333333333,0.818353333333333,0.07943,0.0854033333333333,1.10891910553639,1.11654618233958,0.00343666666666667,0.00941,1.00473643046499,1.01165675242223,0.08884,1.12180645457857
162,0.736286666666667,0.740626666666667,0.806376666666667,0.81541,0.07009,0.0747833333333333,1.09522816746493,1.10100286002435,0.00434,0.00903333333333334,1.00592223621498,1.01121785674924,0.0791233333333333,1.10749922360241
163,0.724376666666667,0.72979,0.821016666666667,0.826633333333333,0.09664,0.0968433333333333,1.13345521993809,1.13274145549604,0.00541333333333336,0.00561666666666668,1.00751707090086,1.00686025968535,0.102256666666667,1.14121176203585
164,0.745046666666667,0.749656666666667,0.834143333333333,0.842876666666667,0.0890966666666667,0.09322,1.119635371924,1.12438858490633,0.00460999999999999,0.00873333333333333,1.0062286231,1.01049790469322,0.09783,1.13135903488648
165,0.736296666666667,0.739803333333333,0.820913333333333,0.836263333333333,0.0846166666666667,0.09646,1.11495294610017,1.13041547523738,0.00350666666666667,0.01535,1.0047921713678,1.01872211075551,0.0999666666666667,1.13579708211284
166,0.745463333333333,0.749613333333333,0.79727,0.805723333333333,0.0518066666666667,0.05611,1.06951834018326,1.0748782689352,0.00415000000000001,0.00845333333333333,1.00559799774847,1.0106251667486,0.06026,1.08086944754751
167,0.7411,0.745983333333333,0.819363333333333,0.826323333333333,0.0782633333333333,0.08034,1.10564761760895,1.10774203266724,0.00488333333333334,0.00696,1.00663266945081,1.00851782309352,0.0852233333333333,1.11504272417044
168,0.72799,0.734983333333333,0.818643333333333,0.82477,0.0906533333333333,0.0897866666666667,1.12456301321622,1.12221538891222,0.00699333333333333,0.00612666666666667,1.00963020742589,1.00750343450861,0.09678,1.13297059594529
169,0.734566666666667,0.74095,0.806756666666667,0.81738,0.07219,0.07643,1.09829711993445,1.10320910237734,0.00638333333333331,0.0106233333333333,1.00871142052327,1.01318416791954,0.0828133333333333,1.1127577308176
170,0.732196666666667,0.733853333333333,0.81652,0.82203,0.0843233333333333,0.0881766666666667,1.11520730684232,1.1201984650635,0.00165666666666667,0.00550999999999999,1.00230240670813,1.00677591641366,0.0898333333333333,1.12273996416722
171,0.740676666666667,0.747116666666667,0.808673333333333,0.817113333333333,0.0679966666666667,0.0699966666666667,1.09185865472358,1.09371742268239,0.00644,0.00844,1.00873735231775,1.01045769372271,0.0764366666666667,1.10324472136696
172,0.736666666666667,0.745006666666667,0.8202,0.829413333333333,0.0835333333333333,0.0844066666666667,1.11342795411351,1.11332691549868,0.00834,0.00921333333333332,1.01135831163025,1.01124921393023,0.0927466666666667,1.12594247645948
173,0.719833333333333,0.72459,0.825913333333333,0.83469,0.10608,0.1101,1.14741604001803,1.15198375339321,0.00475666666666666,0.00877666666666666,1.00662989750443,1.01065508668897,0.114856666666667,1.15959279131636
174,0.719436666666667,0.727293333333333,0.808853333333333,0.816803333333333,0.0894166666666667,0.08951,1.12433908162737,1.12309686451291,0.00785666666666666,0.00795000000000002,1.01097613558662,1.00984551106865,0.0973666666666667,1.13541354277696
175,0.727043333333333,0.733753333333333,0.80623,0.815193333333333,0.0791866666666667,0.08144,1.1089715517943,1.11103292398355,0.00671,0.00896333333333335,1.00928913124611,1.01113374470866,0.08815,1.12130429850731
176,0.736603333333333,0.743046666666667,0.79611,0.806146666666667,0.0595066666666667,0.0631,1.08082691185728,1.08495682090679,0.00644333333333333,0.0100366666666667,1.00878264338816,1.01263105728554,0.0695433333333333,1.09444362668916
177,0.73648,0.738636666666667,0.81106,0.8183,0.07458,0.0796633333333333,1.10130111122143,1.10788235573494,0.00215666666666666,0.00723999999999999,1.00295757976165,1.00894860931715,0.08182,1.11112942468012
178,0.748213333333333,0.751563333333333,0.819326666666667,0.824386666666667,0.0711133333333333,0.0728233333333333,1.0951073325387,1.0969237751487,0.00335,0.00505999999999999,1.00454090437851,1.00620711639041,0.0761733333333333,1.10187281247795
179,0.739633333333333,0.744706666666667,0.825263333333333,0.834176666666667,0.08563,0.08947,1.11581823029494,1.12017654033371,0.00507333333333334,0.00891333333333336,1.0069058832164,1.01082385886619,0.0945433333333333,1.12787284156617
180,0.74048,0.748623333333333,0.814863333333333,0.82224,0.0743833333333333,0.0736166666666667,1.10048391067391,1.09836060176211,0.00814333333333334,0.00737666666666667,1.01102294222561,1.00909679231986,0.08176,1.11045322219663
181,0.742926666666667,0.747146666666667,0.813333333333333,0.820793333333333,0.0704066666666667,0.0736466666666667,1.09480232603887,1.09859540096539,0.00422,0.00746,1.00570478781392,1.00919546838548,0.0778666666666667,1.10483149367959
182,0.73783,0.74155,0.815376666666667,0.820456666666667,0.0775466666666667,0.0789066666666667,1.1051161406369,1.1064443681935,0.00372,0.00507999999999998,1.00506388946742,1.00624317279133,0.0826266666666667,1.11200554680802
183,0.734846666666667,0.73788,0.817123333333333,0.8269,0.0822766666666667,0.08902,1.11200467300778,1.12069364793699,0.00303333333333334,0.00977666666666667,1.00415733588068,1.01198848180062,0.0920533333333333,1.12530048222336
184,0.7301,0.73047,0.823363333333333,0.829223333333333,0.0932633333333333,0.0987533333333333,1.12776846147978,1.13523451359067,0.000370000000000004,0.00586,1.00054136739419,1.00712724614288,0.0991233333333333,1.13579707340554
185,0.72099,0.729156666666667,0.804293333333333,0.812653333333333,0.0833033333333333,0.0834966666666667,1.115570179186,1.11454992696342,0.00816666666666667,0.00835999999999999,1.01135994281586,1.01041723157155,0.0916633333333333,1.12717228888123
186,0.745646666666667,0.753306666666667,0.810843333333333,0.823716666666667,0.0651966666666667,0.07041,1.08745933452095,1.09350009715748,0.00766,0.0128733333333333,1.01028787852741,1.0159030489527,0.07807,1.10472475010432
187,0.737676666666667,0.742366666666667,0.807313333333333,0.81697,0.0696366666666667,0.0746033333333333,1.09445711730691,1.10052785301611,0.00469,0.00965666666666667,1.00640115130293,1.01199698860677,0.0792933333333333,1.10754124054719
188,0.738476666666667,0.743293333333333,0.8235,0.829726666666667,0.0850233333333333,0.0864333333333333,1.11516128444,1.11631663353922,0.00481666666666667,0.00622666666666668,1.00654694536694,1.00757715339479,0.09125,1.12359688409106
189,0.73506,0.741653333333333,0.805596666666667,0.816216666666667,0.0705366666666667,0.0745633333333333,1.09600502345945,1.10058301470732,0.00659333333333335,0.01062,1.00901963999034,1.01320269568798,0.0811566666666667,1.11045097985166
190,0.7485,0.752286666666667,0.81412,0.823656666666667,0.06562,0.07137,1.08770393385833,1.09490076266066,0.00378666666666666,0.00953666666666667,1.00508790932055,1.01174366568501,0.0751566666666667,1.10043751509932
191,0.731713333333333,0.733913333333333,0.82745,0.83387,0.0957366666666667,0.0999566666666667,1.13087285940797,1.13622800483252,0.00219999999999998,0.00642000000000002,1.00303539226856,1.00778606615651,0.102156666666667,1.13963875878674
192,0.7362,0.741836666666667,0.816493333333333,0.826856666666667,0.0802933333333333,0.08502,1.10913034727308,1.11463212919618,0.00563666666666666,0.0103633333333333,1.0077209795555,1.01270880702333,0.0906566666666667,1.12320404631799
193,0.73721,0.74152,0.824786666666667,0.830663333333333,0.0875766666666667,0.0891433333333333,1.11884666492915,1.12024837150529,0.00430999999999999,0.00587666666666666,1.00589669728767,1.00715325119824,0.0934533333333333,1.12682519049968
194,0.7245,0.733426666666667,0.81536,0.824033333333333,0.09086,0.0906066666666667,1.12545691308344,1.12360150506459,0.00892666666666667,0.00867333333333334,1.01236611912634,1.01064825907077,0.0995333333333333,1.13742990200439
195,0.73214,0.731213333333333,0.817713333333333,0.821096666666667,0.0855733333333333,0.0898833333333333,1.1169281783412,1.12297642614612,-0.000926666666666679,0.00338333333333332,0.99876987881629,1.00415510344709,0.0889566666666667,1.12153811617849
196,0.739093333333333,0.750296666666667,0.822583333333333,0.83104,0.08349,0.0807433333333333,1.11301271600039,1.1076565859054,0.0112033333333333,0.00845666666666666,1.01520372679713,1.01030086641767,0.0919466666666667,1.12444020329985
197,0.731433333333333,0.732696666666667,0.802353333333333,0.8128,0.07092,0.0801033333333333,1.09698755790419,1.10937124286421,0.00126333333333334,0.0104466666666667,1.00175081076829,1.01304474349945,0.0813666666666667,1.11127737514846
198,0.73304,0.740156666666667,0.815936666666667,0.827243333333333,0.0828966666666666,0.0870866666666667,1.11315020996945,1.11767561616016,0.00711666666666666,0.0113066666666667,1.00976886675059,1.01387593480302,0.0942033333333333,1.12858200033181
199,0.739073333333333,0.74462,0.815476666666667,0.82376,0.0764033333333333,0.07914,1.10344330634141,1.10632119124916,0.00554666666666667,0.00828333333333332,1.00755459097079,1.01017631499086,0.0846866666666667,1.1146474787072
200,0.728283333333333,0.731903333333333,0.806346666666667,0.815143333333333,0.0780633333333333,0.08324,1.10723323264613,1.11377468328248,0.00362,0.00879666666666667,1.00499984544086,1.01094077117552,0.08686,1.11931345726358
